checkpoint,model_type,device,batch_size,seq_len,prompt_len,gen_len,kv_cache,warmup_iters,measure_iters,prefill_avg_ms_per_batch,prefill_tokens_per_sec,decode_avg_ms_per_run,decode_tokens_per_sec,bytes_per_elem,kv_heads,dim_head,cache_len_end,selected_tokens_per_query,kv_cache_full_bytes,kv_cache_sparse_bytes,kv_cache_saving_ratio
/home/xinyuya2/jinwei/nsa/CS441-Trainable-Sparse-Attention-for-LLM-Inference-Acceleration/pretrain/ckpt/sparse_attn_conv_c16_f16_n4_seq4096_step_5000.pt,sparse_conv,cuda,1,4096,500,100,1,1,3,32.296958923339844,15481.333743737343,2416.7491861979165,41.37789745460604,4,4,64,600,68,1228800,139264,0.8866666666666667
/home/xinyuya2/jinwei/nsa/CS441-Trainable-Sparse-Attention-for-LLM-Inference-Acceleration/pretrain/ckpt/sparse_attn_mlp_c16_f16_n4_seq4096_step_5000.pt,sparse_mlp,cuda,1,4096,500,100,1,1,3,28.28014882405599,17680.2464198733,2003.5266927083333,49.911987878145865,4,4,64,600,68,1228800,139264,0.8866666666666667
/home/xinyuya2/jinwei/nsa/CS441-Trainable-Sparse-Attention-for-LLM-Inference-Acceleration/pretrain/ckpt/sparse_attn_attn_c16_f16_n4_seq4096_step_5000.pt,sparse_attn,cuda,1,4096,500,100,1,1,3,27.416575113932293,18237.14296633334,2387.0003255208335,41.893584567559884,4,4,64,600,68,1228800,139264,0.8866666666666667
/home/xinyuya2/jinwei/nsa/CS441-Trainable-Sparse-Attention-for-LLM-Inference-Acceleration/pretrain/ckpt/sparse_attn_mean_c16_f16_n4_seq4096_step_5000.pt,sparse_mean,cuda,1,4096,500,100,1,1,3,25.86589813232422,19330.47124217804,2003.7587890625,49.906206548337614,4,4,64,600,68,1228800,139264,0.8866666666666667
/home/xinyuya2/jinwei/nsa/CS441-Trainable-Sparse-Attention-for-LLM-Inference-Acceleration/pretrain/ckpt/full_attn_seq4096_step_5000.pt,full,cuda,1,4096,500,100,1,1,3,10.281301498413086,48631.97524916225,1106.6637369791667,90.36168499834248,4,4,64,600,68,1228800,139264,0.8866666666666667
/home/xinyuya2/jinwei/nsa/CS441-Trainable-Sparse-Attention-for-LLM-Inference-Acceleration/pretrain/ckpt/sparse_attn_conv_c16_f16_n4_seq4096_step_5000.pt,sparse_conv,cuda,1,4096,1000,100,1,1,3,32.882347106933594,30411.454411937015,2444.9532877604165,40.90057691515254,4,4,64,1100,68,2252800,139264,0.9381818181818182
/home/xinyuya2/jinwei/nsa/CS441-Trainable-Sparse-Attention-for-LLM-Inference-Acceleration/pretrain/ckpt/sparse_attn_mlp_c16_f16_n4_seq4096_step_5000.pt,sparse_mlp,cuda,1,4096,1000,100,1,1,3,33.72748819986979,29649.406266899554,2444.3463541666665,40.91073256845889,4,4,64,1100,68,2252800,139264,0.9381818181818182
/home/xinyuya2/jinwei/nsa/CS441-Trainable-Sparse-Attention-for-LLM-Inference-Acceleration/pretrain/ckpt/sparse_attn_attn_c16_f16_n4_seq4096_step_5000.pt,sparse_attn,cuda,1,4096,1000,100,1,1,3,32.73250071207682,30550.675269092564,2423.1092122395835,41.26929132821627,4,4,64,1100,68,2252800,139264,0.9381818181818182
/home/xinyuya2/jinwei/nsa/CS441-Trainable-Sparse-Attention-for-LLM-Inference-Acceleration/pretrain/ckpt/sparse_attn_mean_c16_f16_n4_seq4096_step_5000.pt,sparse_mean,cuda,1,4096,1000,100,1,1,3,30.865748087565105,32398.37236936662,2412.494140625,41.45087787616065,4,4,64,1100,68,2252800,139264,0.9381818181818182
/home/xinyuya2/jinwei/nsa/CS441-Trainable-Sparse-Attention-for-LLM-Inference-Acceleration/pretrain/ckpt/full_attn_seq4096_step_5000.pt,full,cuda,1,4096,1000,100,1,1,3,10.084010442097982,99166.8945348642,1108.6103515625,90.20301845374055,4,4,64,1100,68,2252800,139264,0.9381818181818182
/home/xinyuya2/jinwei/nsa/CS441-Trainable-Sparse-Attention-for-LLM-Inference-Acceleration/pretrain/ckpt/sparse_attn_conv_c16_f16_n4_seq4096_step_5000.pt,sparse_conv,cuda,1,4096,1500,100,1,1,3,33.81998952229818,44352.467909873856,2439.9977213541665,40.983644830824396,4,4,64,1600,68,3276800,139264,0.9575
/home/xinyuya2/jinwei/nsa/CS441-Trainable-Sparse-Attention-for-LLM-Inference-Acceleration/pretrain/ckpt/sparse_attn_mlp_c16_f16_n4_seq4096_step_5000.pt,sparse_mlp,cuda,1,4096,1500,100,1,1,3,33.75342814127604,44439.93047822291,2430.5994466145835,41.142114197089604,4,4,64,1600,68,3276800,139264,0.9575
/home/xinyuya2/jinwei/nsa/CS441-Trainable-Sparse-Attention-for-LLM-Inference-Acceleration/pretrain/ckpt/sparse_attn_attn_c16_f16_n4_seq4096_step_5000.pt,sparse_attn,cuda,1,4096,1500,100,1,1,3,33.30218760172526,45042.08606170637,2507.0944010416665,39.886810787201014,4,4,64,1600,68,3276800,139264,0.9575
/home/xinyuya2/jinwei/nsa/CS441-Trainable-Sparse-Attention-for-LLM-Inference-Acceleration/pretrain/ckpt/sparse_attn_mean_c16_f16_n4_seq4096_step_5000.pt,sparse_mean,cuda,1,4096,1500,100,1,1,3,31.09887949625651,48233.249052608495,2399.5279947916665,41.67486281346023,4,4,64,1600,68,3276800,139264,0.9575
/home/xinyuya2/jinwei/nsa/CS441-Trainable-Sparse-Attention-for-LLM-Inference-Acceleration/pretrain/ckpt/full_attn_seq4096_step_5000.pt,full,cuda,1,4096,1500,100,1,1,3,9.966250737508139,150507.95324210805,1104.374755859375,90.5489730451005,4,4,64,1600,68,3276800,139264,0.9575
